"Причиной заболевания и смерти Смайли стало переохлаждение: в городе проводилась кампания по снижению затрат, и в целях экономии энергии температура в аквариуме морского музея была понижена с 27 °C до 22.","Причиной заболевания и смерти Смайли стало переохлаждение: в городе проводилась кампания по снижению затрат, и в целях экономии энергии температура в аквариуме морского музея была понижена с 27 градусов цельсия до 22."
"Скорость течения реки составляла 1,2 м/с, ее средняя температура 10,2 °C.","Скорость течения реки составляла 1,2 м/с, ее средняя температура 10,2 градусов цельсия."
"Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в °C прибавляется скорость ветра, помноженная на коэффициент жёсткости.","Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в градусах цельсия прибавляется скорость ветра, помноженная на коэффициент жёсткости."
"Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 °C.","Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 градусов цельсия."
"Температура в комнате достигла 25°C, что является комфортной для большинства людей.","Температура в комнате достигла 25 градусов Цельсия, что является комфортной для большинства людей."
"Для работы реактора требуется поддерживать температуру на уровне 300°C.","Для работы реактора требуется поддерживать температуру на уровне 300 градусов Цельсия."
"Вода закипает при 100°C, что является ключевым этапом в процессе дистилляции.","Вода закипает при 100 градусах Цельсия, что является ключевым этапом в процессе дистилляции."
"Сегодня на улице температура колебалась от -5°C до 3°C.","Сегодня на улице температура колебалась от минус 5 градусов Цельсия до 3 градусов Цельсия."
"Для этой химической реакции требуется температура выше 150°C.","Для этой химической реакции требуется температура выше 150 градусов Цельсия."
"Температура на улице опустилась до -15°C, что заставило жителей надеть теплую одежду.","Температура на улице опустилась до минус 15 градусов Цельсия, что заставило жителей надеть теплую одежду."
"Вода в реке остыла до 12°C, поэтому купаться стало холодно.","Вода в реке остыла до 12 градусов Цельсия, поэтому купаться стало холодно."
"При 37°C в организме поддерживаются оптимальные условия для функционирования органов.","При 37 градусах Цельсия в организме поддерживаются оптимальные условия для функционирования органов."
"Если температура поднимется до 38°C, работа устройства будет нестабильной.","Если температура поднимется до 38 градусов Цельсия, работа устройства будет нестабильной."
"Продукция должна храниться при 5-8°C, чтобы сохранить свежесть.","Продукция должна храниться при 5-8 градусах Цельсия, чтобы сохранить свежесть."
"Реакция запускается только при нагреве до 200°C.","Реакция запускается только при нагреве до 200 градусов Цельсия."
"Летом температура почвы достигала 45°C, что делало её раскалённой на ощупь.","Летом температура почвы достигала 45 градусов Цельсия, что делало её раскалённой на ощупь."
"При температуре свыше 1000°C металл начинает плавиться.","При температуре свыше 1000 градусов Цельсия металл начинает плавиться."
"Температура в помещении варьируется от 15 до 25°C, что комфортно для большинства сотрудников.","Температура в помещении варьируется от 15 до 25 градусов Цельсия, что комфортно для большинства сотрудников."
"Чтобы приступить к испытаниям, прибор нагрели до 400°C.","Чтобы приступить к испытаниям, прибор нагрели до 400 градусов Цельсия."
"Температура повышается до 50°C, что может привести к повреждению поверхности.","Температура повышается до 50 градусов Цельсия, что может привести к повреждению поверхности."
"Вода начинает замерзать при 0°C.","Вода начинает замерзать при нуле градусов Цельсия."
"Тепловая обработка происходит при температуре свыше 80°C.","Тепловая обработка происходит при температуре свыше 80 градусов Цельсия."
"В зимние месяцы температура может достигать -30°C.","В зимние месяцы температура может достигать минус 30 градусов Цельсия."
"Сохранение продуктов при температуре 4-6°C помогает предотвратить их порчу.","Сохранение продуктов при температуре 4-6 градусов Цельсия помогает предотвратить их порчу."
"Температура воздуха в горах опускалась до -20°C, и туристам пришлось утеплиться.","Температура воздуха в горах опускалась до минус 20 градусов Цельсия, и туристам пришлось утеплиться."
"Процесс варки требует постоянной температуры около 100°C.","Процесс варки требует постоянной температуры около 100 градусов Цельсия."
"Температура в помещении контролируется в пределах 20-23°C, что идеально для оборудования.","Температура в помещении контролируется в пределах 20-23 градусов Цельсия, что идеально для оборудования."
"Во время эксперимента вещество нагрелось до 250°C, вызвав реакцию.","Во время эксперимента вещество нагрелось до 250 градусов Цельсия, вызвав реакцию."
"Температура окружающей среды варьировалась от -5 до 15°C в течение дня.","Температура окружающей среды варьировалась от минус 5 до 15 градусов Цельсия в течение дня."
"Для полного разложения органического материала необходимо поддерживать температуру около 200°C в течение двух часов.","Для полного разложения органического материала необходимо поддерживать температуру около 200 градусов Цельсия в течение двух часов."
"Хранение вакцины должно проходить при строгом соблюдении температуры от 2 до 8°C, иначе препарат может потерять эффективность.","Хранение вакцины должно проходить при строгом соблюдении температуры от 2 до 8 градусов Цельсия, иначе препарат может потерять эффективность."
"Экстремальные условия Арктики, где температура опускается ниже -50°C, требуют специального снаряжения для исследователей.","Экстремальные условия Арктики, где температура опускается ниже минус 50 градусов Цельсия, требуют специального снаряжения для исследователей."
"Для дезинфекции используется горячий пар, нагретый до 140°C, что уничтожает большинство бактерий.","Для дезинфекции используется горячий пар, нагретый до 140 градусов Цельсия, что уничтожает большинство бактерий."
"Исследования показали, что при температуре ниже -10°C клеточная активность резко падает.","Исследования показали, что при температуре ниже минус 10 градусов Цельсия клеточная активность резко падает."
"С целью повышения производительности установлено, что оптимальная температура для работы оборудования составляет 40°C.","С целью повышения производительности установлено, что оптимальная температура для работы оборудования составляет 40 градусов Цельсия."
"Чтобы предотвратить порчу продуктов, они были заморожены до температуры -18°C, что позволило сохранить их свежесть.","Чтобы предотвратить порчу продуктов, они были заморожены до температуры минус 18 градусов Цельсия, что позволило сохранить их свежесть."
"Смесь нагревается до 300°C, после чего её выдерживают в течение 15 минут для завершения химической реакции.","Смесь нагревается до 300 градусов Цельсия, после чего её выдерживают в течение 15 минут для завершения химической реакции."
"Для правильного функционирования сенсора температура в помещении должна оставаться между 15 и 25°C.","Для правильного функционирования сенсора температура в помещении должна оставаться между 15 и 25 градусами Цельсия."
"При температуре 0°C вода начинает превращаться в лёд, что вызывает расширение и может повредить сосуды.","При температуре ноль градусов Цельсия вода начинает превращаться в лёд, что вызывает расширение и может повредить сосуды."
"Почва прогрелась до 10°C, и это позволяет начинать посадку ранних культур.","Почва прогрелась до 10 градусов Цельсия, и это позволяет начинать посадку ранних культур."
"Механические свойства стали изменяются при нагреве до 500°C, что делает её пригодной для ковки.","Механические свойства стали изменяются при нагреве до 500 градусов Цельсия, что делает её пригодной для ковки."
"При низкой температуре ниже -5°C металл становится хрупким и подвержен разрушению.","При низкой температуре ниже минус 5 градусов Цельсия металл становится хрупким и подвержен разрушению."
"Температура вулканической лавы достигает 1100°C, что делает её смертельно опасной.","Температура вулканической лавы достигает 1100 градусов Цельсия, что делает её смертельно опасной."
"Сырьё для производства плавится при температуре около 120°C и затем преобразуется в конечный продукт.","Сырьё для производства плавится при температуре около 120 градусов Цельсия и затем преобразуется в конечный продукт."
"Низкие температуры, ниже -40°C, способны разрушить большинство материалов без дополнительной защиты.","Низкие температуры, ниже минус 40 градусов Цельсия, способны разрушить большинство материалов без дополнительной защиты."
"Влажный воздух при 40°C создает трудности для дыхания, и люди быстро устают.","Влажный воздух при 40 градусах Цельсия создает трудности для дыхания, и люди быстро устают."
"Вода в нагревательных баках поддерживается при температуре 60°C, что предотвращает развитие бактерий.","Вода в нагревательных баках поддерживается при температуре 60 градусов Цельсия, что предотвращает развитие бактерий."
"Температура в глубоких шахтах может достигать 35°C, создавая невыносимые условия для рабочих.","Температура в глубоких шахтах может достигать 35 градусов Цельсия, создавая невыносимые условия для рабочих."
"На фабрике охлаждающая жидкость циркулирует при 20°C для поддержания стабильной температуры оборудования.","На фабрике охлаждающая жидкость циркулирует при 20 градусах Цельсия для поддержания стабильной температуры оборудования."
"Температурный режим 45°C считается критическим для электронных устройств и может вызвать их повреждение.","Температурный режим 45 градусов Цельсия считается критическим для электронных устройств и может вызвать их повреждение."
"Температура поднималась до 27°C в закрытых помещениях, создавая эффект теплицы.","Температура поднималась до 27 градусов Цельсия в закрытых помещениях, создавая эффект теплицы."
"Для переработки резины её сначала нагревают до 150°C, чтобы облегчить формовку.","Для переработки резины её сначала нагревают до 150 градусов Цельсия, чтобы облегчить формовку."
"При минус 25°C замерзают даже прочные сплавы, и это требует повышенной прочности от оборудования.","При минус 25 градусах Цельсия замерзают даже прочные сплавы, и это требует повышенной прочности от оборудования."
"В марте средняя температура составляет около 5°C, что символизирует начало весны.","В марте средняя температура составляет около 5 градусов Цельсия, что символизирует начало весны.""Причиной заболевания и смерти Смайли стало переохлаждение: в городе проводилась кампания по снижению затрат, и в целях экономии энергии температура в аквариуме морского музея была понижена с 27 °C до 22.","Причиной заболевания и смерти Смайли стало переохлаждение: в городе проводилась кампания по снижению затрат, и в целях экономии энергии температура в аквариуме морского музея была понижена с 27 градусов цельсия до 22."
"Скорость течения реки составляла 1,2 м/с, ее средняя температура 10,2 °C.","Скорость течения реки составляла 1,2 м/с, ее средняя температура 10,2 градусов цельсия."
"Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в °C прибавляется скорость ветра, помноженная на коэффициент жёсткости.","Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в градусах цельсия прибавляется скорость ветра, помноженная на коэффициент жёсткости."
"Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 °C.","Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 градусов цельсия."
"Температура в комнате держится на уровне 22°C, что считается комфортным для большинства людей.","Температура в комнате держится на уровне 22 градуса Цельсия, что считается комфортным для большинства людей."
"Летние температуры могут подниматься до 35°C, особенно в южных регионах страны.","Летние температуры могут подниматься до 35 градусов Цельсия, особенно в южных регионах страны."
"Средняя температура зимой составляет около -5°C, что требует утепления зданий.","Средняя температура зимой составляет около -5 градусов Цельсия, что требует утепления зданий."
"На высоте 3000 метров температура может опуститься до -15°C даже летом.","На высоте 3000 метров температура может опуститься до -15 градусов Цельсия даже летом."
"Для идеального роста растений в теплице требуется поддерживать 25°C.","Для идеального роста растений в теплице требуется поддерживать 25 градусов Цельсия."
"Термостат установлен на 18°C, чтобы обеспечить экономию энергии.","Термостат установлен на 18 градусов Цельсия, чтобы обеспечить экономию энергии."
"Максимальная температура плавления олова составляет около 231°C.","Максимальная температура плавления олова составляет около 231 градуса Цельсия."
"Вода замерзает при 0°C, что известно каждому с детства.","Вода замерзает при 0 градусах Цельсия, что известно каждому с детства."
"Жаркий день на пляже обычно сопровождается температурой в 30°C.","Жаркий день на пляже обычно сопровождается температурой в 30 градусов Цельсия."
"Для приготовления блюд в духовке температура выставляется на 200°C.","Для приготовления блюд в духовке температура выставляется на 200 градусов Цельсия."
"На глубине температура поднимается до 150°C из-за давления.","На глубине температура поднимается до 150 градусов Цельсия из-за давления."
"Температура в морозильнике должна быть около -18°C для хранения продуктов.","Температура в морозильнике должна быть около -18 градусов Цельсия для хранения продуктов."
"Температура разогретого металла достигла 500°C перед обработкой.","Температура разогретого металла достигла 500 градусов Цельсия перед обработкой."
"При температуре 100°C вода начинает кипеть и превращается в пар.","При температуре 100 градусов Цельсия вода начинает кипеть и превращается в пар."
"Температура в лаборатории должна быть стабильной на уровне 22°C для точных измерений.","Температура в лаборатории должна быть стабильной на уровне 22 градусов Цельсия для точных измерений."
"В промышленности применяются материалы, выдерживающие до 800°C.","В промышленности применяются материалы, выдерживающие до 800 градусов Цельсия."
"Рекордная жара в пустыне достигала 56°C, что является опасной температурой.","Рекордная жара в пустыне достигала 56 градусов Цельсия, что является опасной температурой."
"При 0°C и ниже возможна гололедица, поэтому водителям стоит быть осторожнее.","При 0 градусах Цельсия и ниже возможна гололедица, поэтому водителям стоит быть осторожнее."
"На производстве температура достигает 1200°C в металлургических печах.","На производстве температура достигает 1200 градусов Цельсия в металлургических печах."
"Лед тает при температуре выше 0°C, и процесс идет быстрее при повышении температуры.","Лед тает при температуре выше 0 градусов Цельсия, и процесс идет быстрее при повышении температуры."
"Температура в офисе была снижена до 20°C, чтобы создать комфортные условия.","Температура в офисе была снижена до 20 градусов Цельсия, чтобы создать комфортные условия."
"В некоторых странах температура летом поднимается выше 40°C.","В некоторых странах температура летом поднимается выше 40 градусов Цельсия."
"Для лучшей эффективности солнечных панелей температура должна быть не выше 25°C.","Для лучшей эффективности солнечных панелей температура должна быть не выше 25 градусов Цельсия."
"Вода в море летом прогревается до 28°C, что привлекает отдыхающих.","Вода в море летом прогревается до 28 градусов Цельсия, что привлекает отдыхающих."
"Рекомендуется поддерживать температуру в спальне на уровне 18°C для хорошего сна.","Рекомендуется поддерживать температуру в спальне на уровне 18 градусов Цельсия для хорошего сна."
"Средняя температура в горах составляет 15°C, и это создает приятный микроклимат.","Средняя температура в горах составляет 15 градусов Цельсия, и это создает приятный микроклимат."
"Для оптимального хранения вина температура должна быть около 12°C.","Для оптимального хранения вина температура должна быть около 12 градусов Цельсия."
"При температуре ниже 10°C растения начинают замедлять свой рост.","При температуре ниже 10 градусов Цельсия растения начинают замедлять свой рост."
"Температура кипения масла обычно достигает 190°C.","Температура кипения масла обычно достигает 190 градусов Цельсия."
"Температура двигателя может подниматься до 90°C при интенсивной работе.","Температура двигателя может подниматься до 90 градусов Цельсия при интенсивной работе."
"Температура в условиях космоса может опускаться до -200°C в тени планет.","Температура в условиях космоса может опускаться до -200 градусов Цельсия в тени планет."
"Печь разогревается до 300°C, чтобы быстро выпечь хлеб.","Печь разогревается до 300 градусов Цельсия, чтобы быстро выпечь хлеб."
"Температура при сварке может превышать 2000°C, что позволяет расплавить металл.","Температура при сварке может превышать 2000 градусов Цельсия, что позволяет расплавить металл."
"В среднем температура воды в бассейне поддерживается на уровне 26°C.","В среднем температура воды в бассейне поддерживается на уровне 26 градусов Цельсия."
"На поверхности Венеры температура может достигать 462°C, из-за чего атмосфера там крайне плотная.","На поверхности Венеры температура может достигать 462 градусов Цельсия, из-за чего атмосфера там крайне плотная."
"Для холодной закалки металлов используется температура -80°C.","Для холодной закалки металлов используется температура -80 градусов Цельсия."
"Температура при изготовлении стекла достигает 1500°C, что позволяет получить прочный материал.","Температура при изготовлении стекла достигает 1500 градусов Цельсия, что позволяет получить прочный материал."
"Многие химические реакции требуют температуры не ниже 60°C для протекания.","Многие химические реакции требуют температуры не ниже 60 градусов Цельсия для протекания."
"На планете Марс температура может опускаться до -125°C, что делает её поверхность крайне холодной.","На планете Марс температура может опускаться до -125 градусов Цельсия, что делает её поверхность крайне холодной."
"Зимой температура на севере может падать до -40°C, что требует утепления зданий и одежды.","Зимой температура на севере может падать до -40 градусов Цельсия, что требует утепления зданий и одежды."
"Температура внутри компьютера не должна превышать 70°C, чтобы избежать перегрева.","Температура внутри компьютера не должна превышать 70 градусов Цельсия, чтобы избежать перегрева."
"Температура на поверхности звезды может достигать миллиона°C, что делает её яркой и сияющей.","Температура на поверхности звезды может достигать миллиона градусов Цельсия, что делает её яркой и сияющей."
"Температура разогретого раствора должна быть на уровне 90°C для дезинфекции.","Температура разогретого раствора должна быть на уровне 90 градусов Цельсия для дезинфекции."
"Температура обжига керамики составляет около 1000°C для прочности изделий.","Температура обжига керамики составляет около 1000 градусов Цельсия для прочности изделий."
